# MALIN ca.umontreal.iro.evolution.malin.ui.introns.BootstrapRun
# Intron table: Table (47866 sites)
# Bootstrap parameters [n=500; optimization steps: 1000, convergence: 0.01; loss levels: 1, gain levels:1; starting model: malin_rates]
round	pr-Dermatophagoides	pr-Psovi	pr-Sarcoptes	pr-Blomia	pr-Tyrophagus	pr-Oppia	pr-Hypochthonius	pr-Panoychus	pr-Tetranychus	pr-Brevipalpus	pr-Dinothrombium	pr-Leptotrombium	pr-Halotydeus	pr-bycatch	pr-RARGMITE	pr-Aculops	pr-Aculus	pr-Floracarus	pr-Setoptus	pr-Fragariocoptes	pr-Varroa	pr-Stratiolaelaps	pr-Dermanyssus	pr-Galendromus	pr-1	pr-2	pr-3	pr-4	pr-5	pr-6	pr-7	pr-8	pr-9	pr-10	pr-11	pr-12	pr-13	pr-14	pr-15	pr-16	pr-17	pr-18	pr-19	pr-20	pr-21	pr-22	pr-23	ls-Dermatophagoides	ls-Psovi	ls-Sarcoptes	ls-Blomia	ls-Tyrophagus	ls-Oppia	ls-Hypochthonius	ls-Panoychus	ls-Tetranychus	ls-Brevipalpus	ls-Dinothrombium	ls-Leptotrombium	ls-Halotydeus	ls-bycatch	ls-RARGMITE	ls-Aculops	ls-Aculus	ls-Floracarus	ls-Setoptus	ls-Fragariocoptes	ls-Varroa	ls-Stratiolaelaps	ls-Dermanyssus	ls-Galendromus	ls-1	ls-2	ls-3	ls-4	ls-5	ls-6	ls-7	ls-8	ls-9	ls-10	ls-11	ls-12	ls-13	ls-14	ls-15	ls-16	ls-17	ls-18	ls-19	ls-20	ls-21	ls-22	gn-Dermatophagoides	gn-Psovi	gn-Sarcoptes	gn-Blomia	gn-Tyrophagus	gn-Oppia	gn-Hypochthonius	gn-Panoychus	gn-Tetranychus	gn-Brevipalpus	gn-Dinothrombium	gn-Leptotrombium	gn-Halotydeus	gn-bycatch	gn-RARGMITE	gn-Aculops	gn-Aculus	gn-Floracarus	gn-Setoptus	gn-Fragariocoptes	gn-Varroa	gn-Stratiolaelaps	gn-Dermanyssus	gn-Galendromus	gn-1	gn-2	gn-3	gn-4	gn-5	gn-6	gn-7	gn-8	gn-9	gn-10	gn-11	gn-12	gn-13	gn-14	gn-15	gn-16	gn-17	gn-18	gn-19	gn-20	gn-21	gn-22	log-likelihood	Root density	Absence prob	lsrate-Dermatophagoides	lsrate-Psovi	lsrate-Sarcoptes	lsrate-Blomia	lsrate-Tyrophagus	lsrate-Oppia	lsrate-Hypochthonius	lsrate-Panoychus	lsrate-Tetranychus	lsrate-Brevipalpus	lsrate-Dinothrombium	lsrate-Leptotrombium	lsrate-Halotydeus	lsrate-bycatch	lsrate-RARGMITE	lsrate-Aculops	lsrate-Aculus	lsrate-Floracarus	lsrate-Setoptus	lsrate-Fragariocoptes	lsrate-Varroa	lsrate-Stratiolaelaps	lsrate-Dermanyssus	lsrate-Galendromus	lsrate-1	lsrate-2	lsrate-3	lsrate-4	lsrate-5	lsrate-6	lsrate-7	lsrate-8	lsrate-9	lsrate-10	lsrate-11	lsrate-12	lsrate-13	lsrate-14	lsrate-15	lsrate-16	lsrate-17	lsrate-18	lsrate-19	lsrate-20	lsrate-21	lsrate-22	gnrate-Dermatophagoides	gnrate-Psovi	gnrate-Sarcoptes	gnrate-Blomia	gnrate-Tyrophagus	gnrate-Oppia	gnrate-Hypochthonius	gnrate-Panoychus	gnrate-Tetranychus	gnrate-Brevipalpus	gnrate-Dinothrombium	gnrate-Leptotrombium	gnrate-Halotydeus	gnrate-bycatch	gnrate-RARGMITE	gnrate-Aculops	gnrate-Aculus	gnrate-Floracarus	gnrate-Setoptus	gnrate-Fragariocoptes	gnrate-Varroa	gnrate-Stratiolaelaps	gnrate-Dermanyssus	gnrate-Galendromus	gnrate-1	gnrate-2	gnrate-3	gnrate-4	gnrate-5	gnrate-6	gnrate-7	gnrate-8	gnrate-9	gnrate-10	gnrate-11	gnrate-12	gnrate-13	gnrate-14	gnrate-15	gnrate-16	gnrate-17	gnrate-18	gnrate-19	gnrate-20	gnrate-21	gnrate-22
1	4012.846399889365	3728.2395790631886	4365.74966210444	4664.531918595385	5191.46283652433	5565.953653012644	5241.13188541864	4136.172435832945	1929.4001291580048	4204.241083751978	4452.11677919781	4226.424850778854	3932.7633481415633	2024.8891149910235	444.93886817054886	311.8106140733055	364.25426662256785	332.7239610040031	1122.7343164398428	848.0596414655253	7985.814574249738	7926.554068982279	7804.510088443401	7167.638400483392	2586.4126462058584	3081.843987535174	3059.93934278466	3527.3615003218274	4274.099993659764	4241.87144474733	3468.5320869100274	3641.5548463597715	3921.509267740194	4281.6167384080745	3158.0546438760107	3980.373221247953	3988.9723568191066	245.97777279895305	271.4848312015518	337.48705226960817	801.7211257866426	746.0090673382169	2852.2554868097295	6159.438156382001	6088.63187598179	4930.842535037349	8214.719555609567	1910.305768987819	1786.8498755320618	2070.9505089932554	2138.152247301315	3005.9099997923327	2664.710723807137	2032.004073985945	1345.849423908789	1925.9945361754496	1615.4701411949945	1379.0280330089204	1408.8613794306204	1506.8876954060984	1128.7109689927588	244.16360258130575	147.64576467019677	197.94687099615848	172.81706252407486	550.8145237353333	551.0956654712803	2365.5814002201128	2944.4460166594	3236.7755140240124	2917.9758593032534	103.66111684492716	32.35161831752443	72.78461480725423	320.6612899590531	143.37766061448806	531.7596456406213	1.6224301595917614	371.9415104329666	215.82676551922995	332.46526474787254	101.02154605968688	270.9402059289913	1136.7196406352195	0.15741699615690147	4.813535917427429	8.15716338175597	55.7127461343113	140.46055476923422	1430.5875482437248	409.0576097787042	1157.7941509140182	21.766192238214714	483.8720153043216	645.0229426747344	787.0448344239767	533.5596714905834	874.3865060526654	1372.857064454257	1064.9721822270783	678.2090749858643	3465.1264939274693	1052.7839038027917	848.4205215512931	1103.9457963919435	732.1789911405458	2261.876497877757	45.202507209710106	81.81292339584479	105.17743557514218	177.58015378967931	229.80133308213462	504.75714979239604	539.204982352423	1177.3301040591568	1520.89730156241	681.179993857178	599.0924581742278	477.8691311041782	540.206772344419	1035.1712343845697	111.14911170204685	278.86055771240433	174.64518960935186	1012.0034024812911	575.9342361871379	31.22174758772867	923.3401234316283	279.53934150015493	0.002770625834655105	25.66447539875552	70.81575698548254	416.67917845036493	6.876858858108795E-4	2246.706974240741	6793.0516170435385	338.2513293784494	0.004809969537921006	3305.6432128104443	-214538.87984519269	0.03818936978514542	0.783403393882606	0.2083157229587065	0.28842723377878016	0.29678062101348224	0.19276857222310165	0.3397268560757833	0.39086636554931264	0.28836039827435983	0.21845827898171763	11.431596026702735	0.34298436174531727	0.24482047537127705	0.33208999559873753	0.265450445836314	1.2691436956851285	0.2061769239900423	0.4071949039434345	0.4909533049579213	0.749470491356822	0.3385856101280479	0.992197579179217	0.09219466511578739	0.21392860426261337	0.29027476765229804	0.1497083098863593	0.21623870052139632	0.14558825954790588	0.16633468370624657	0.280023750627615	0.02670538837483229	0.07252095212992589	0.04915689243384757	0.2699615309450459	0.14455359940047458	0.007892288094794635	0.26364322394876755	0.07268370726968941	1.000155416040994E-6	0.099019793536761	0.23691913151418387	0.8179474096604238	1.0001332808457105E-6	1.551110701376487	1.7802564051652703	0.05724496532113204	1.0000985885063488E-6	0.5147890780652304	0.010004271565207784	0.009721868334651863	0.011347823269175057	0.011144750886658861	0.016851660557446597	0.015377655735081269	0.011151335709064153	0.0071016181828443365	0.1034561512911666	0.009061048339925605	0.007386073589260356	0.007867361408545343	0.008125586275388818	0.009434548300254936	0.0012573852524171186	8.372765649550121E-4	0.001165279916626371	0.0011440836365108232	0.0030316059251725936	0.004064276001257591	0.011919807663258071	0.015771073791466073	0.01799422282066399	0.01505760594443862	5.418963110447794E-4	1.645230933704424E-4	3.734342139270906E-4	0.0017432921643906695	6.879082808836877E-4	0.0026135871175811034	7.861015287688624E-6	0.002013511471066046	0.0011005334518432229	0.0015820054943765402	5.440441713880916E-4	0.0013306544741053768	0.005371346302968195	9.994209463503488E-7	2.558720300289026E-5	5.4854100236992365E-5	2.575040489622515E-4	0.001301739279732118	0.014872953357383532	0.0020118194956571926	0.005525418582925104	1.346202942450553E-4
2	3929.437882252873	3714.136871312322	4302.807385951507	4578.314542978379	5099.131561520132	5422.543080740913	5067.956434870532	3997.6396697209457	1863.6215571208616	4050.7885853241896	4323.814160128256	4121.662408593445	3775.1102863953356	1881.7624367442043	443.2446310327804	310.0810020090356	346.8938083479812	341.42486634270585	1101.494022785979	874.5788250867405	7978.337954712697	7915.597722615482	7876.476041670573	7141.0645005575825	2576.931713602977	3082.8928447550174	3083.6076632186237	3586.8994270865965	4098.285455042914	4098.589419628935	3342.3810097339033	3525.8353879965794	3817.5765018379707	4090.793028197569	3091.923123996591	3840.729955722299	3820.595155127046	276.4932934555064	276.3175813026022	341.6345866104927	767.8295379056202	728.0245156945211	2762.718440392558	6264.19228607553	6243.21207563202	5067.167577405453	8385.372133371582	1884.5111436250584	1803.4193990806887	2049.4991453249436	2063.543884235485	2963.412063059618	2621.6336174111825	2029.5180743546916	1404.2665910677551	1861.2648952449708	1586.176174167988	1382.1705580331914	1414.7167355096753	1492.4562104613344	1073.0003258575016	241.38755718814767	138.71156995411883	197.86517554415892	199.55786070874285	546.0558288926295	595.2928473685217	2413.9487343426686	2907.6627285409454	3354.1953356561594	2901.359961512949	125.72521837416964	58.66509863273863	74.55861101223762	324.97217382295185	204.09008281989685	517.4493508594364	15.38160895577053	304.7847667142357	219.6463774931995	293.9352596425558	136.09208907753631	280.1626431886586	1057.8793736876094	0.17596694920661296	11.014049719536997	0.13495229282040522	39.80567737684888	142.84105515286709	1390.9799486268937	371.59112976164806	1176.0494848623673	54.748826299425914	532.0049749751607	666.2142413713474	829.5846041284453	568.8370044757345	947.8881647581154	1297.3759917131817	1059.847094527062	749.0079310807173	3340.024347858016	1061.222976840366	875.9328997429058	1110.6308287541992	809.2690480625912	2283.1610131098873	74.63621961087418	105.12386140059023	127.28894849878095	199.7675809765307	212.3913440122694	488.54356018739793	699.8030657054825	1256.2572920009936	1720.9313696175693	827.463038360822	631.6863495262021	562.6716809643337	577.8503748802116	836.6621663652811	204.39404740592528	239.45508635756616	198.83598721843057	869.7424069152326	492.8629038527949	43.87218716728963	884.8989208032419	260.0278425934216	0.0026589530926331927	2.5479630263361213E-4	76.3310550274274	386.5248813768527	6.55165754170908E-4	2177.5349798508914	7013.633641605952	350.6109193181212	0.004986635832997105	3372.9533822655812	-213788.59976860267	0.038089055382477206	0.7883686766641399	0.23244131072533042	0.3007087899262706	0.3154355954832668	0.20509603075459193	0.3707491039219413	0.38383063515154675	0.30104246024944564	0.25476988899427333	11.537415159577959	0.35987567387037656	0.2616848889349591	0.34529464997436954	0.30509613066104607	1.3511661126474983	0.31144686484745226	0.4761475418801374	0.6169823968277199	0.8804713999308404	0.32509210106564246	1.0151439128703104	0.11921325354272146	0.2256747921884949	0.3258287121038524	0.17928410536585468	0.22944054246941262	0.17059472996782737	0.17568141927424055	0.22855946406671668	0.05121396131647155	0.06499567000639474	0.05805331776946928	0.23923423471744265	0.12852352360371594	0.011494923784518014	0.2617356706411782	0.07084434730388747	1.0001539760011004E-6	1.0001147166032926E-6	0.25411211382559445	0.7574867642174111	1.0001328571289991E-6	1.5540306584947123	1.8374365737987959	0.0578698653105845	1.0000986849197277E-6	0.5146441552872689	0.009751798703162689	0.009640548373040216	0.011065903008931312	0.01056748725989051	0.016464691902729565	0.014711267643833816	0.010933982945549299	0.007362012432412864	0.09849490467168034	0.008753583273876119	0.007285786130073032	0.007760701013215785	0.008007907883146792	0.009044103837320232	0.0012761731257035418	7.90897996157542E-4	0.001205186418008233	0.0013652962226439562	0.0029187726475255393	0.0043269153832493495	0.01204235782588822	0.01529765547539347	0.018535328701199585	0.014840158076607695	6.478727015812432E-4	2.9494003817081356E-4	3.756971140662527E-4	0.0016838037873739818	9.670165972623485E-4	0.002469756272226546	7.308238309210623E-5	0.0015861328372990093	0.0010833258110586926	0.0013683563822070742	7.149323477869782E-4	0.0013387193991311677	0.0048764342009581805	9.994751284365639E-7	5.636252922786394E-5	9.998996326438743E-7	1.7998609461419287E-4	0.0012956087507195952	0.014424549614573842	0.001787186989611581	0.005489535650434099	3.3083981878287324E-4
3	4035.9035005029523	3663.3073995579803	4323.09239576469	4577.915533088841	5090.020313211246	5555.885608145486	5117.937030832854	4059.895235185713	1904.5938596517979	4078.260690796517	4300.204642926608	4041.397163638096	3838.472953232586	1850.9678098597624	457.9908814975879	299.4490061460252	360.86999406645674	382.5547326633676	1177.2437536699877	880.5719725790387	7875.714503938727	7880.74752098628	7686.256576763659	7146.967296762257	2618.193998431589	3243.8965683358692	3068.6270428278112	3620.7079212122244	4347.850486011394	4322.268924621013	3398.4882009563385	3596.318823746724	3854.0952931546653	4214.621970814946	3185.7073365979363	3950.7040558101457	3951.560957820214	283.3175735573972	289.91173469525756	349.26584587412987	801.1827618231297	800.7496217860697	2766.560116599748	6228.707852881824	6237.294416273174	5052.808472663623	8451.658448261816	1928.2736361490158	1697.0057271182293	2004.8177791570452	2096.3595751910552	2971.189653361804	2728.668500471998	1985.2944103142947	1399.3985564162435	1901.363115256072	1545.8840191309462	1351.5929230613287	1336.311850181886	1501.3491013724497	1046.1651727543117	233.65858782891965	118.78374666584067	192.89417457534958	228.31815949142336	599.2331159207992	582.8076096802208	2301.852458706713	2881.9056599920755	3178.4160554157165	2892.3665431054656	135.62680488476352	32.54690817501831	39.49542999466625	324.4139194927674	186.8221095332393	616.946498156593	0.21870785729260944	342.4123337916766	254.04471336645176	310.28631001857656	95.51510119993235	274.7641757265347	1185.00348223131	3.117510082590685	13.286828679133343	0.15014876923502388	0.43389754841663086	185.70287427165297	1432.8432618444008	354.32648970645954	1184.4907878343797	21.88130993171141	510.5641340776436	651.8923259918267	925.6219517282367	587.0710849300175	949.7963829783494	1520.6333783379243	1215.2078654928519	737.9915221868679	3395.257456560617	1063.942152081169	905.4835732893765	1149.009979698459	848.5834847377877	2380.9046994924784	58.985279888727945	102.652314077212	121.93591520415062	195.02927270218476	223.1721240739418	503.4183989243112	654.845807649824	1229.8659918876408	1729.4538949252578	798.207719006827	761.3293747890552	409.35826105136476	591.5763083790856	1025.9749229015376	161.2405481428156	246.2385313557991	198.04933064769457	960.715480859868	614.5713910267255	46.368395013787634	860.5118204121541	275.62107773659824	0.0026410108465165167	9.711671220452196	72.64093985800449	451.63392468117337	7.575113539025099E-4	2151.513369085333	7117.941593506481	362.9130530978155	0.004844224808007247	3420.7312855299087	-213869.54903569794	0.03697786709450413	0.7961540956118485	0.21799019766204028	0.2876865739460738	0.33792403595567994	0.2135109766954617	0.37371757967803754	0.4341577966026547	0.3297012204667069	0.24574419184353416	11.767957189040638	0.3523783944220762	0.26879830180325887	0.3554224034857968	0.3111077451941341	1.3858699033820618	0.23192250734581507	0.4491963798759972	0.5468674654303782	0.8199618142794881	0.32689791608199265	0.9939344683569964	0.11170442652750592	0.22169519355988462	0.32782077554476774	0.1729378861102119	0.26755555466943504	0.11999420218904307	0.17836755971233983	0.27121789494796344	0.038043891463379505	0.06443443860959946	0.05664197034570473	0.2589413522402259	0.1576906564770121	0.01177716545852443	0.2456642500946094	0.07238671575020209	1.0001556477564215E-6	0.0341866509200756	0.23491630976646502	0.8299546752423584	1.000133890857128E-6	1.5059302577380378	1.87371303012872	0.05998979476863812	1.0000977706311259E-6	0.5188569652226843	0.009543391672961336	0.00868013261583183	0.010539500686491465	0.010377818641480322	0.0159107713317159	0.015109503569171583	0.010447348639509337	0.0070351789723899025	0.0989031150217074	0.008186397238882023	0.006883672664399358	0.007091517301932298	0.0077819116012284376	0.008609891377332904	0.0011492698209572489	6.48226720113729E-4	0.0011002189133322137	0.0014702947878807047	0.003090157103489765	0.004049337025906508	0.011002613663551587	0.014554548675123614	0.016902436100432735	0.014189417123338904	6.874495155031669E-4	1.53503138928814E-4	1.9202994673305323E-4	0.0016538810962882	8.507821326427757E-4	0.0028412289611359823	1.0001584203061568E-6	0.0017360002913576868	0.0012265461906955327	0.0013926620624390273	4.7946593993876283E-4	0.0012703729305036623	0.005262402590919623	1.3867422174532056E-5	6.548934558890386E-5	1.0000188625981325E-6	1.9309902845644434E-6	0.0015970435218678083	0.014491937178386557	0.0016440067779894436	0.0053193757148521275	1.2741697202842342E-4
4	3989.8896502073467	3774.1613246787183	4410.304898435989	4663.204583982702	5215.641121554038	5544.154673255027	5173.833644927067	4140.1291999767645	1904.2471588631493	4213.139792972437	4404.606230085301	4073.374031045321	3895.779055765165	2008.7668949325557	459.68596244012485	310.3884949387319	386.78879057216574	324.77410452549424	1185.3764870866842	888.2171963945256	7932.581342961631	7806.055849029951	7740.360384281878	7104.909132868882	2597.206144203407	3175.9223957607483	3037.568909201304	3545.1329514035656	4239.6604432231425	4170.682922918305	3403.293259284294	3562.602285556605	3845.4992906456	4059.058683166349	3084.3907782885276	3797.5978975304592	3977.4913498558303	317.2844386533436	325.4524529475179	352.6164094115077	829.0156442573499	809.2810875167413	2738.409404744072	6166.3420867171935	6136.30957670792	4977.102790533411	8164.471970632105	1935.7471987346003	1788.5583850556707	2056.162308844239	2141.0185429723633	3070.0158465291156	2603.356803671847	2111.1486080600225	1416.527445333082	1898.756202803783	1648.004776500989	1424.7888404247597	1336.8751866203422	1568.9648788190075	1176.1176163963733	217.05617678424056	122.64788116463924	195.73475510395957	186.66169970695537	568.8090504347176	583.8819431677856	2348.4346864975037	2857.7345509215043	3284.8918751750775	2829.888173845853	123.04694059856978	61.14026743417227	68.54110823400862	280.7294692999143	211.26290696865442	513.2718282486844	6.972025508545435	354.72327322240307	246.2684613961818	265.1730123162132	99.83508417012798	197.5440704121064	1239.0845507505965	6.845817349839814	25.024861047522585	0.13673391381632952	19.735320748071903	175.3937007775957	1335.0978375541304	418.7816764570408	1159.2115951585515	55.35220519266893	543.0636927306551	611.6032045803508	821.7798061690005	515.3828681909616	891.9436341763812	1298.8625736399565	1176.9754063560981	679.691504640624	3397.8023032249253	997.4672690851654	865.6819009850614	1109.0004462206273	757.5766013423614	2251.741499752342	74.65465299746097	129.54382487925284	134.39841747931203	214.50400459296725	212.44820760538428	524.6803910306119	582.1954302530659	1218.0207886087449	1680.8410676011308	702.081831510364	701.7631921559124	430.35082307700304	576.1051504362832	906.2794408146259	142.28538666381053	320.08025518621184	166.28105178085596	851.1796708321359	459.82785391691834	3.71222668035049	813.042203412089	377.4375227374482	0.0026056388410153684	15.013831644011997	52.18881751151112	456.80141201904985	7.640074606894791E-4	2104.5220180049228	6761.160403442194	388.74916644777534	0.004808984032772639	3242.7213852913965	-214977.7045764805	0.038636848057847	0.7795167092683971	0.23593745323149154	0.26997680476684066	0.30134451046812416	0.18707436865030652	0.3510981844858758	0.3689600728077437	0.3273884851126156	0.22370731064447893	11.362266836539426	0.3302035740660757	0.2561260597359338	0.3416801301311643	0.28323960295656814	1.320415841279459	0.26670716520881127	0.5239427484854421	0.5319108105072214	0.9383019735239748	0.2967480678430512	1.0067263211719135	0.09980287054654327	0.2219146090457534	0.3234826668780117	0.15320034039670602	0.2497876287963449	0.12948038132426407	0.17740507195384145	0.24521962312772708	0.03492877981372992	0.08376723605175485	0.047799090779612474	0.23559715038161763	0.12034562595684423	9.895164480893737E-4	0.24098985454249908	0.09961604849066927	1.0001530428422357E-6	0.04681291952262098	0.16244434466654017	0.8310893356273255	1.0001329339699452E-6	1.4660559892121452	1.7863715915515783	0.06553158541538756	1.0000951966412053E-6	0.5062700764030812	0.010463284306127084	0.009823160506060826	0.011503753793875785	0.011332380840233957	0.017623648906975726	0.015139677161709787	0.0120220233691831	0.00763069126853455	0.10331868430725161	0.009354506021003753	0.007812662623050744	0.007633599448196968	0.008687096267527254	0.010214308365967813	0.0011708045575098032	7.445772328151597E-4	0.0011948472220216241	0.0013630529841501238	0.003127265057136777	0.0044033628759046544	0.012099538502330856	0.015649897357051405	0.01890709867560903	0.01489973235773692	6.670207315011636E-4	3.136937420201137E-4	3.590615324895549E-4	0.0015280564002645354	0.0010358191307379503	0.0025856627634595346	3.436555427979568E-5	0.001921381152362191	0.0012600250637437279	0.001276872991447752	5.410727937694067E-4	0.0010055760054308795	0.005949252356418583	3.401199376928576E-5	1.2822196390486443E-4	1.0000021091119505E-6	9.452208362616551E-5	0.0016036066170529114	0.014179942391512636	0.0021085035840297394	0.005634563529638875	3.473595544960923E-4
5	4041.814770511074	3842.522739759267	4352.397459552614	4632.9418677084295	5254.936515442393	5335.270494776531	5108.979122454219	4179.322513826054	1909.2655517788703	4198.358647379744	4322.946021657593	4204.122326581875	3849.9737952863798	1933.094007302658	453.643945321501	273.99938094378723	366.3170684397154	368.6047904351543	1208.0655694729269	813.3859406712677	7805.165960183136	7821.4927297976865	7988.847782977907	6898.498404413943	2684.8366125802236	3257.0697185745394	3175.100000702057	3713.857783679242	4336.977432499752	4346.792706484302	3515.315837865802	3703.4851279471077	3943.863958249014	4271.041165728586	3297.6386650404424	3975.369802594253	3992.800220507379	276.9331497259494	294.71857667765414	373.51597858715644	812.6220644281169	801.3063020251135	2737.243258314004	6055.387995175705	6026.585088275671	4806.604349988214	8261.250011769564	1933.042688393733	1847.4613998948887	2011.247358874806	2096.029392290486	3049.9012059200336	2481.568309734385	1910.7570627819869	1437.03791409643	1907.549718896546	1611.1891935012352	1320.1035528432749	1308.3213017637095	1505.6261630406184	1094.9249817424138	244.82632105651123	110.38541790541709	195.96737014510745	217.01151249221184	611.8102715068304	530.2407826885578	2347.951733676669	2943.7388058268575	3524.232254416692	2794.5857660734887	112.58882186586423	62.123166307003856	33.85412302247757	321.6531061226256	210.01671775885256	572.8209207615598	7.5800834613135	380.68312141264914	256.62693087464737	319.6410217186436	116.78607320237641	255.76107093019402	1255.5595980984028	0.19342216201609816	19.05321732018802	16.196738999715777	26.762990854449924	178.51720272072495	1394.5828317498422	322.84545311113527	1219.9853936869038	0.16380605817845045	576.0645304628856	689.7752727158419	915.9196178967302	638.1875252841113	970.0646911796956	1483.2752474576127	1138.7553728275204	773.0312381361827	3513.60000498348	1116.3156740686009	941.0214894347005	1048.0629334308524	953.2910327946959	2459.4696394801954	68.11552546095888	113.31918668757862	124.36887838304602	221.92270064421345	216.36676646202238	529.4769064454076	598.1737686692501	1177.634071204892	1561.9695597144896	702.6917116477294	684.8219278601653	518.9112314117192	572.6119059996776	954.588028927667	219.83199174339202	218.82843478464892	195.7493735426196	948.2391591941256	583.8041383542144	23.96965858431135	794.5172107561825	273.1914888433206	0.00263590502533751	17.97884911372161	97.85061922969024	443.98706243766736	15.447228451441935	2114.4541590096237	6918.589585205396	294.04254621109385	0.004655399412829024	3454.80946783958	-214771.91369510995	0.03749721070635957	0.7885268287720293	0.24275678479050003	0.2985237917458421	0.332213373176695	0.22571765105927527	0.3681052228160973	0.4219554429081448	0.306321497454849	0.2493448204673038	11.54324344626705	0.36049337426287803	0.27362435358632076	0.31008830850076063	0.34242333142026943	1.3801771925359025	0.28085113521351845	0.5251574416105931	0.5489950826939762	0.9007188186384057	0.3110982805168526	1.057170721840097	0.10463713211969042	0.21806776446535078	0.3032314783257785	0.1593760711005435	0.23621071817219857	0.15043578581790523	0.16738828142338147	0.2481914297212356	0.05171025135306437	0.05623965002754257	0.0543022345129245	0.2512720846945627	0.1470343107682741	0.006050411293442545	0.22339462962888892	0.07084796218345263	1.0001562071123098E-6	0.06323670840485965	0.3032462230369014	0.8073840922024503	0.019236268773789634	1.4825912240045684	1.8424586389498314	0.05009501014117481	1.0000989544610152E-6	0.5418186108906061	0.01005158281863017	0.00986454877788854	0.010946068114621517	0.010839447938081332	0.016922342920314016	0.014177619189902946	0.01032167379549508	0.0075159417458565535	0.10081934805745592	0.008896081422142982	0.006997032999790308	0.007055862671136386	0.008224388421453954	0.009336231930329649	0.0012752018315151594	6.426524628700299E-4	0.0011573805017912032	0.0014953113139433893	0.003248891262227279	0.003918737075465116	0.011606621087269389	0.015403734688314219	0.0192368615049328	0.01412256748996303	5.831213321652064E-4	3.089693017216724E-4	1.701945735057206E-4	0.0016851316885691644	9.9907830755607E-4	0.002727248356978398	3.595278423497632E-5	0.001994857470746602	0.0012784712375709779	0.001481196836274079	6.023840946314882E-4	0.0012271996817722754	0.005783588176948821	9.999593596629316E-7	1.0266267872898767E-4	1.0855869071038454E-4	1.240487273015221E-4	0.0015780070209537752	0.014497603219778499	0.001545471363537646	0.005674336315738327	1.000130278805783E-6
